# Simulation 5 (Up to date)
# 960 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s):  "Drogue Parachute"
#   Recovery device deployment at high speed (30.4 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (m),CG location (m),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (m),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.929,27.592,27.592,66.479,67.063,83.924,84.763,3.587,4.377e-5,3.587,89.999,8.829,11.898,28.61,-80.6,0.254,0,0.005,-1.682e-7,82.689,89.999,22.518,8.031,10.418,0.079,9.792,2.204,1.803,2.556,2152.848,9.763,25.515,0.481,0.288,0.068,0.125,0.481,0.049,0.125,-1.296e-5,0,0,0,0,7.948e-4,0,0,14.821,1010.014,0.001,340.28,0.197,1.264e7,0.157,192.898,0.023,0.088,0.009
0.952,29.143,29.143,68.412,69.015,84.189,85.042,3.793,4.926e-5,3.793,89.999,9.104,12.01,28.61,-80.6,0.226,0,0.005,-4.515e-7,82.647,89.999,22.492,8.004,10.406,0.079,9.792,2.204,1.802,2.565,2158.087,9.799,27.035,0.482,0.288,0.068,0.125,0.482,0.044,0.111,-1.257e-4,0,0,0,0,8.607e-4,0,0,14.811,1009.832,0.001,340.274,0.203,1.301e7,0.157,192.898,0.034,0.089,0.009
0.986,31.553,31.553,71.322,71.954,84.464,85.337,4.114,5.836e-5,4.114,89.999,9.521,12.176,28.61,-80.6,0.181,0,0.006,1.286e-6,82.577,89.999,22.451,7.963,10.388,0.079,9.792,2.206,1.801,2.581,2163.158,9.84,29.407,0.482,0.288,0.069,0.126,0.482,0.035,0.089,-4.784e-5,0,0,0,0,9.416e-4,0,0,14.795,1009.549,0.001,340.265,0.211,1.356e7,0.157,192.898,0.05,0.091,0.009
1.036,35.225,35.225,75.554,76.231,84.85,85.758,4.606,7.349e-5,4.606,89.999,10.136,12.443,28.61,-80.6,0.108,0,0.006,2.414e-6,82.467,89.999,22.391,7.904,10.362,0.079,9.792,2.208,1.8,2.605,2170.506,9.899,33.043,0.483,0.288,0.069,0.127,0.483,0.021,0.053,-2.239e-4,0,0,0,0,0.001,0,0,14.771,1009.119,0.001,340.25,0.224,1.436e7,0.157,192.898,0.05,0.092,0.01
1.086,39.109,39.109,79.806,80.529,85.224,86.17,5.128,9.108e-5,5.128,89.999,10.766,12.734,28.61,-80.6,0.031,0,0.007,9.265e-6,82.348,89.998,22.332,7.844,10.336,0.079,9.792,2.21,1.798,2.629,2177.855,9.959,36.919,0.484,0.287,0.069,0.127,0.484,0.006,0.014,4.241e-4,0,0,0,0,9.84e-4,0,0,14.746,1008.663,0.001,340.235,0.237,1.517e7,0.157,192.898,0.05,0.096,0.01
1.136,43.206,43.206,84.077,84.847,85.587,86.575,5.682,1.114e-4,5.682,89.999,11.41,13.04,28.61,-80.6,0.044,0,-0.007,8.139e-6,82.228,89.998,22.273,7.785,10.31,0.079,9.792,2.21,1.796,2.64,2185.204,10.02,41.039,0.484,0.287,0.069,0.128,0.484,0.008,0.023,3.144e-4,0,0,0,0,-8.747e-4,0,0,14.719,1008.183,0.001,340.219,0.249,1.597e7,0.157,192.898,0.05,0.098,0.011
1.186,47.517,47.517,88.365,89.185,85.94,86.97,6.269,1.346e-4,6.269,89.999,12.07,13.343,28.61,-80.6,0.11,0,-0.006,2.292e-6,82.112,89.998,22.213,7.725,10.283,0.079,9.792,2.209,1.794,2.642,2192.552,10.08,45.407,0.485,0.287,0.069,0.129,0.485,0.021,0.057,4.145e-4,0,0,0,0,-6.901e-4,0,0,14.691,1007.677,0.001,340.202,0.262,1.679e7,0.157,192.898,0.039,0.102,0.011
1.225,50.983,50.983,91.679,92.539,86.207,87.268,6.744,1.546e-4,6.744,89.999,12.588,13.564,28.61,-80.6,0.152,0,-0.006,1.422e-6,82.03,89.998,22.167,7.68,10.263,0.079,9.792,2.208,1.793,2.646,2198.211,10.127,48.942,0.486,0.287,0.069,0.13,0.486,0.029,0.079,-2.662e-4,0,0,0,0,-5.198e-4,0,0,14.669,1007.271,0.001,340.188,0.272,1.741e7,0.157,192.898,0.05,0.104,0.012
1.275,55.675,55.675,95.994,96.907,86.401,87.496,7.39,1.831e-4,7.39,89.999,13.272,13.796,28.61,-80.6,0.189,0,-0.004,2.993e-6,81.939,89.999,22.107,7.619,10.236,0.079,9.792,2.207,1.791,2.653,2202.146,10.173,53.756,0.487,0.287,0.07,0.131,0.487,0.037,0.098,2.469e-4,0,0,0,0,-2.999e-4,0,0,14.638,1006.72,0.001,340.17,0.285,1.823e7,0.157,192.898,0.05,0.107,0.012
1.325,60.582,60.582,100.319,101.286,86.593,87.712,8.071,2.144e-4,8.071,89.998,13.966,13.97,28.61,-80.6,0.202,0,-0.003,1.197e-6,81.872,89.999,22.047,7.559,10.208,0.079,9.792,2.207,1.79,2.665,2206.08,10.219,58.819,0.488,0.286,0.07,0.132,0.488,0.039,0.105,-3.596e-4,0,0,0,0,-1.255e-4,0,0,14.606,1006.145,0.001,340.15,0.298,1.904e7,0.157,192.898,0.05,0.111,0.013
1.375,65.707,65.707,104.653,105.676,86.784,87.917,8.787,2.483e-4,8.787,89.998,14.668,14.07,28.61,-80.6,0.19,0,-0.001,5.097e-8,81.832,89.999,21.987,7.499,10.181,0.079,9.792,2.208,1.788,2.68,2210.015,10.265,64.133,0.489,0.286,0.07,0.133,0.489,0.037,0.098,-4.715e-4,0,0,0,0,-2.582e-5,0,0,14.573,1005.544,0.001,340.13,0.311,1.986e7,0.157,192.898,0.05,0.113,0.014
1.425,71.048,71.048,108.997,110.076,86.977,88.11,9.538,2.848e-4,9.538,89.998,15.372,14.089,28.61,-80.6,0.152,0,8.512e-5,4.45e-6,81.82,89.999,21.926,7.439,10.154,0.079,9.792,2.209,1.786,2.7,2213.949,10.312,69.703,0.49,0.286,0.07,0.134,0.49,0.03,0.079,3.123e-5,0,0,0,0,8.543e-8,0,0,14.538,1004.917,0.001,340.109,0.324,2.068e7,0.157,192.898,0.05,0.117,0.014
1.475,76.607,76.607,113.351,114.485,87.17,88.292,10.324,3.242e-4,10.324,89.998,16.075,14.032,28.61,-80.6,0.095,0,0.001,2.176e-6,81.833,89.998,21.866,7.378,10.126,0.079,9.792,2.211,1.784,2.723,2217.884,10.359,75.532,0.491,0.286,0.071,0.135,0.491,0.018,0.05,-1.389e-4,0,0,0,0,1.774e-5,0,0,14.502,1004.265,0.001,340.087,0.337,2.15e7,0.157,192.898,0.023,0.118,0.015
1.498,79.237,79.237,115.357,116.516,87.258,88.371,10.698,3.434e-4,10.698,89.998,16.397,13.984,28.61,-80.6,0.065,0,0.002,2.434e-6,81.845,89.998,21.838,7.351,10.113,0.079,9.792,2.212,1.784,2.734,2219.694,10.38,78.302,0.492,0.286,0.071,0.135,0.492,0.012,0.034,3.111e-4,0,0,0,0,2.856e-5,0,0,14.485,1003.957,0.001,340.077,0.343,2.188e7,0.157,192.898,0.034,0.121,0.015
1.532,83.268,83.268,118.368,119.566,87.317,88.414,11.272,3.738e-4,11.272,89.998,16.878,13.886,28.61,-80.6,0.017,0,0.002,-2.451e-6,81.868,89.997,21.797,7.309,10.094,0.079,9.792,2.214,1.782,2.752,2220.829,10.405,82.561,0.493,0.285,0.071,0.136,0.493,0.003,0.009,-2.1e-4,0,0,0,0,3.793e-5,0,0,14.459,1003.484,0.001,340.061,0.352,2.244e7,0.157,192.898,0.05,0.122,0.015
1.582,89.296,89.296,122.736,123.987,87.394,88.467,12.133,4.216e-4,12.133,89.998,17.569,13.733,28.61,-80.6,0.049,0,-0.002,-8.629e-6,81.902,89.996,21.736,7.248,10.066,0.078,9.792,2.213,1.781,2.761,2222.474,10.442,88.954,0.494,0.285,0.071,0.137,0.494,0.009,0.026,-2.016e-4,0,0,0,0,-2.858e-5,0,0,14.42,1002.777,0.001,340.037,0.365,2.326e7,0.157,192.898,0.05,0.123,0.016
1.632,95.542,95.542,127.107,128.411,87.456,88.508,13.029,4.749e-4,13.029,89.998,18.252,13.607,28.61,-80.6,0.098,0,-8.172e-4,-7.632e-6,81.927,89.995,21.675,7.187,10.038,0.078,9.792,2.213,1.779,2.768,2224.119,10.479,95.611,0.495,0.285,0.072,0.139,0.495,0.019,0.052,4.91e-4,0,0,0,0,-5.786e-6,0,0,14.379,1002.045,0.001,340.013,0.378,2.408e7,0.157,192.898,0.05,0.125,0.016
1.682,102.007,102.007,131.481,132.837,87.496,88.539,13.958,5.355e-4,13.958,89.998,18.931,13.552,28.61,-80.6,0.121,0,6.887e-4,-1.097e-5,81.928,89.994,21.615,7.127,10.009,0.078,9.792,2.213,1.777,2.779,2225.764,10.516,102.531,0.497,0.285,0.072,0.14,0.497,0.024,0.066,2.188e-4,0,0,0,0,3.84e-6,0,0,14.337,1001.286,0.001,339.987,0.391,2.49e7,0.157,192.898,0.05,0.126,0.017
1.732,108.69,108.69,135.857,137.264,87.508,88.559,14.922,6.046e-4,14.922,89.998,19.609,13.602,28.61,-80.6,0.113,0,0.002,-1.218e-5,81.9,89.993,21.554,7.066,9.981,0.078,9.792,2.213,1.775,2.796,2227.409,10.554,109.715,0.498,0.284,0.072,0.141,0.498,0.022,0.061,-3.04e-4,0,0,0,0,4.453e-5,0,0,14.294,1000.502,0.001,339.961,0.404,2.571e7,0.157,192.898,0.038,0.127,0.018
1.77,113.846,113.846,139.138,140.585,87.499,88.567,15.666,6.627e-4,15.666,89.998,20.121,13.713,28.61,-80.6,0.088,0,0.004,-1.48e-5,81.859,89.993,21.508,7.021,9.959,0.078,9.792,2.214,1.774,2.811,2228.643,10.582,115.277,0.499,0.284,0.073,0.142,0.499,0.017,0.048,-3.129e-4,0,0,0,0,9.359e-5,0,0,14.26,999.898,0.001,339.94,0.414,2.633e7,0.157,192.898,0.05,0.129,0.018
1.82,120.913,120.913,143.511,145.012,87.399,88.503,16.69,7.487e-4,16.69,89.997,20.812,13.934,28.61,-80.6,0.036,0,0.005,-2.761e-5,81.784,89.993,21.448,6.96,9.93,0.078,9.792,2.216,1.772,2.834,2228.871,10.613,122.926,0.5,0.284,0.073,0.144,0.5,0.007,0.019,3.566e-4,0,0,0,0,1.455e-4,0,0,14.214,999.069,0.001,339.913,0.427,2.714e7,0.157,192.898,0.05,0.13,0.019
1.87,128.197,128.197,147.878,149.434,87.279,88.427,17.748,8.439e-4,17.748,89.997,21.515,14.201,28.61,-80.6,0.023,0,-0.005,-3.693e-5,81.699,89.993,21.387,6.899,9.901,0.078,9.792,2.217,1.77,2.852,2229.098,10.644,130.842,0.502,0.283,0.073,0.145,0.502,0.005,0.013,-3.219e-4,0,0,0,0,-1.431e-4,0,0,14.167,998.215,0.001,339.884,0.44,2.795e7,0.157,192.898,0.05,0.131,0.019
1.92,135.7,135.7,152.238,153.853,87.149,88.338,18.841,9.481e-4,18.841,89.997,22.231,14.443,28.61,-80.6,0.071,0,-0.004,-1.246e-5,81.62,89.994,21.326,6.838,9.872,0.078,9.792,2.216,1.768,2.86,2229.326,10.676,139.026,0.503,0.283,0.074,0.147,0.503,0.014,0.04,-4.539e-4,0,0,0,0,-8.707e-5,0,0,14.118,997.335,0.001,339.854,0.453,2.876e7,0.157,192.898,0.05,0.132,0.02
1.97,143.421,143.421,156.592,158.266,87.02,88.234,19.971,0.001,19.971,89.997,22.958,14.586,28.61,-80.6,0.093,0,-0.002,-6.036e-6,81.567,89.994,21.265,6.777,9.843,0.078,9.792,2.216,1.766,2.873,2229.553,10.707,147.478,0.505,0.283,0.074,0.148,0.505,0.018,0.052,4.849e-4,0,0,0,0,-2.478e-5,0,0,14.068,996.429,0.001,339.824,0.466,2.957e7,0.157,192.898,0.05,0.133,0.02
2.02,151.359,151.359,160.94,162.674,86.899,88.114,21.137,0.001,21.137,89.997,23.688,14.582,28.61,-80.6,0.08,0,-1.574e-4,-7.634e-6,81.547,89.995,21.204,6.717,9.813,0.078,9.792,2.217,1.764,2.891,2229.781,10.739,156.195,0.507,0.282,0.075,0.15,0.507,0.016,0.046,9.995e-5,0,0,0,0,-1.338e-7,0,0,14.016,995.498,0.001,339.793,0.479,3.037e7,0.157,192.898,0.022,0.135,0.021
2.042,154.921,154.921,162.852,164.612,86.849,88.057,21.662,0.001,21.662,89.997,24.008,14.532,28.61,-80.6,0.065,0,5.704e-4,-5.488e-6,81.548,89.995,21.178,6.69,9.8,0.078,9.792,2.218,1.764,2.901,2229.881,10.753,160.115,0.507,0.282,0.075,0.151,0.507,0.013,0.037,-3.343e-4,0,0,0,0,1.715e-6,0,0,13.993,995.08,0.001,339.779,0.484,3.073e7,0.157,192.898,0.033,0.136,0.021
2.075,160.343,160.343,165.716,167.515,86.744,87.933,22.462,0.001,22.462,89.997,24.486,14.409,28.61,-80.6,0.035,0,0.001,-1.33e-5,81.56,89.996,21.138,6.65,9.781,0.078,9.792,2.219,1.762,2.916,2229.368,10.771,166.092,0.509,0.282,0.075,0.152,0.509,0.007,0.02,4.942e-4,0,0,0,0,9.281e-6,0,0,13.958,994.445,0.001,339.757,0.493,3.126e7,0.157,192.898,0.049,0.137,0.022
2.124,168.652,168.652,170.006,171.862,86.583,87.736,23.692,0.001,23.692,89.996,25.193,14.175,28.61,-80.6,0.017,0,-0.002,-2.855e-5,81.588,89.996,21.077,6.59,9.751,0.078,9.792,2.22,1.76,2.935,2228.6,10.798,175.275,0.51,0.282,0.075,0.153,0.51,0.003,0.01,-2.051e-5,0,0,0,0,-1.161e-5,0,0,13.904,993.47,0.001,339.725,0.506,3.205e7,0.157,192.898,0.05,0.138,0.022
2.174,177.26,177.26,174.331,176.243,86.401,87.524,24.969,0.002,24.969,89.996,25.896,13.972,28.61,-80.6,0.057,0,-5.128e-4,-1.324e-5,81.608,89.995,21.017,6.529,9.722,0.078,9.792,2.22,1.758,2.946,2227.823,10.826,184.816,0.512,0.281,0.076,0.155,0.512,0.011,0.033,4.623e-4,0,0,0,0,-1.209e-6,0,0,13.848,992.46,0.001,339.691,0.519,3.284e7,0.157,192.898,0.05,0.139,0.023
2.224,186.085,186.085,178.645,180.614,86.186,87.3,26.281,0.002,26.281,89.996,26.593,13.901,28.61,-80.6,0.068,0,0.001,-1.954e-5,81.602,89.993,20.956,6.468,9.691,0.078,9.792,2.221,1.756,2.962,2227.047,10.853,194.62,0.514,0.281,0.076,0.157,0.514,0.013,0.04,3.091e-4,0,0,0,0,7.399e-6,0,0,13.79,991.425,0.001,339.656,0.532,3.363e7,0.157,192.898,0.05,0.141,0.023
2.274,195.124,195.124,182.948,184.973,85.932,87.065,27.628,0.002,27.628,89.996,27.29,14.004,28.61,-80.6,0.046,0,0.003,-2.339e-5,81.562,89.991,20.895,6.407,9.661,0.077,9.792,2.222,1.755,2.983,2226.27,10.881,204.686,0.516,0.28,0.077,0.159,0.516,0.009,0.027,-1.495e-4,0,0,0,0,3.84e-5,0,0,13.732,990.365,0.001,339.62,0.545,3.442e7,0.157,192.898,0.041,0.141,0.024
2.315,202.604,202.604,186.424,188.494,85.7,86.866,28.745,0.002,28.745,89.996,27.86,14.186,28.61,-80.6,0.011,0,0.004,-5.887e-5,81.511,89.992,20.846,6.358,9.637,0.077,9.792,2.224,1.753,3.004,2225.641,10.904,213.033,0.517,0.28,0.077,0.16,0.517,0.002,0.006,7.319e-5,0,0,0,0,5.652e-5,0,0,13.683,989.488,0.001,339.591,0.555,3.506e7,0.157,192.898,0.05,0.143,0.024
2.365,212.032,212.032,190.699,192.829,85.312,86.522,30.156,0.002,30.156,89.996,28.575,14.418,28.61,-80.6,0.033,0,-0.003,-5.298e-6,81.445,89.993,20.785,6.298,9.606,0.077,9.792,2.224,1.751,3.019,2223.081,10.923,223.572,0.519,0.28,0.078,0.162,0.519,0.006,0.02,2.107e-4,0,0,0,0,-4.324e-5,0,0,13.622,988.382,0.001,339.554,0.568,3.584e7,0.157,192.898,0.05,0.148,0.025
2.415,221.674,221.674,194.955,197.145,84.926,86.162,31.603,0.002,31.603,89.996,29.3,14.543,28.61,-80.6,0.055,0,-0.002,2.134e-6,81.398,89.993,20.725,6.237,9.576,0.077,9.791,2.225,1.749,3.035,2220.52,10.942,234.362,0.521,0.279,0.078,0.164,0.521,0.011,0.033,-3.738e-4,0,0,0,0,-1.149e-5,0,0,13.559,987.251,0.001,339.516,0.581,3.661e7,0.157,192.898,0.05,0.15,0.025
2.465,231.528,231.528,199.192,201.443,84.555,85.784,33.086,0.003,33.086,89.996,30.026,14.473,28.61,-80.6,0.044,0,1.13e-4,-1.565e-5,81.384,89.994,20.664,6.177,9.545,0.077,9.791,2.226,1.747,3.056,2217.96,10.962,245.398,0.523,0.279,0.079,0.166,0.523,0.009,0.027,-3.67e-4,0,0,0,0,4.499e-8,0,0,13.495,986.096,0.001,339.477,0.593,3.738e7,0.157,192.898,0.05,0.151,0.026
2.515,241.593,241.593,203.411,205.721,84.195,85.389,34.605,0.003,34.605,89.995,30.744,14.232,28.61,-80.6,0.008,0,0.001,-3.775e-5,81.397,89.995,20.604,6.116,9.514,0.077,9.791,2.228,1.745,3.082,2215.4,10.981,256.68,0.525,0.278,0.079,0.168,0.525,0.002,0.005,1.469e-4,0,0,0,0,4.488e-6,0,0,13.43,984.915,0.001,339.437,0.606,3.814e7,0.157,192.898,0.05,0.162,0.026
2.565,251.868,251.868,207.612,209.98,83.825,84.98,36.16,0.003,36.16,89.995,31.449,13.961,28.61,-80.6,0.029,0,-6.536e-4,-1.32e-5,81.415,89.994,20.543,6.056,9.483,0.077,9.791,2.229,1.743,3.099,2212.84,11.001,268.207,0.527,0.278,0.08,0.17,0.527,0.006,0.018,3.148e-4,0,0,0,0,-1.384e-6,0,0,13.363,983.71,0.001,339.397,0.619,3.89e7,0.157,192.898,0.022,0.164,0.027
2.587,256.456,256.456,209.454,211.847,83.653,84.796,36.855,0.003,36.855,89.995,31.755,13.876,28.61,-80.6,0.039,0,-1.091e-5,-7.194e-6,81.418,89.993,20.517,6.029,9.469,0.077,9.791,2.229,1.742,3.106,2211.713,11.01,273.356,0.528,0.278,0.08,0.171,0.528,0.008,0.024,-4.855e-4,0,0,0,0,0,0,0,13.333,983.172,0.001,339.379,0.624,3.923e7,0.157,192.898,0.033,0.165,0.027
2.62,263.414,263.414,212.207,214.638,83.184,84.319,37.911,0.003,37.911,89.995,32.211,13.791,28.61,-80.6,0.043,0,0.001,1.487e-6,81.411,89.993,20.477,5.99,9.449,0.077,9.791,2.23,1.741,3.119,2206.033,11.003,281.155,0.53,0.277,0.08,0.172,0.53,0.009,0.027,3.696e-4,0,0,0,0,4.227e-6,0,0,13.288,982.356,0.001,339.351,0.632,3.973e7,0.157,192.898,0.05,0.166,0.028
2.67,274.019,274.019,216.306,218.793,82.443,83.596,39.522,0.003,39.522,89.995,32.894,13.838,28.61,-80.6,0.023,-5.081e-9,0.003,-1.253e-5,81.376,89.992,20.418,5.93,9.418,0.077,9.791,2.231,1.739,3.143,2197.513,10.992,293.01,0.532,0.277,0.081,0.174,0.532,0.005,0.014,-3.257e-4,0,0,0,0,2.188e-5,0,0,13.219,981.112,0.001,339.31,0.645,4.046e7,0.157,192.898,0.05,0.168,0.028
2.72,284.938,284.938,220.409,222.954,81.663,82.854,41.184,0.004,41.184,89.995,33.59,14,28.61,-80.6,0.012,0,-0.003,-1.079e-5,81.323,89.992,20.359,5.871,9.387,0.077,9.791,2.233,1.737,3.166,2188.907,10.981,305.171,0.534,0.277,0.081,0.176,0.534,0.002,0.008,3.734e-4,0,0,0,0,-2.493e-5,0,0,13.148,979.832,0.001,339.267,0.657,4.12e7,0.157,192.898,0.05,0.169,0.029
2.77,296.06,296.06,224.472,227.077,80.881,82.098,42.881,0.004,42.881,89.995,34.293,14.086,28.61,-80.6,0.034,-5.139e-9,-0.002,2.826e-6,81.279,89.993,20.299,5.811,9.356,0.077,9.791,2.234,1.735,3.184,2180.301,10.97,317.513,0.536,0.276,0.082,0.178,0.536,0.007,0.022,-9.721e-6,0,0,0,0,-7.79e-6,0,0,13.076,978.527,0.001,339.223,0.669,4.192e7,0.157,192.898,0.05,0.169,0.029
2.82,307.384,307.384,228.497,231.162,80.118,81.325,44.614,0.004,44.614,89.995,34.995,13.956,28.61,-80.6,0.028,-6.57e-9,1.878e-5,-1.362e-6,81.265,89.994,20.239,5.751,9.324,0.077,9.791,2.235,1.733,3.207,2171.695,10.959,330.026,0.538,0.276,0.082,0.18,0.538,0.006,0.018,1.495e-4,0,0,0,0,0,0,0,13.002,977.199,0.001,339.178,0.682,4.264e7,0.157,192.898,0.04,0.171,0.03
2.86,316.704,316.704,231.73,234.442,79.513,80.687,46.042,0.004,46.042,89.995,35.556,13.712,28.61,-80.6,0.005,-6.22e-9,7.613e-4,-2.905e-5,81.272,89.993,20.191,5.703,9.299,0.077,9.791,2.237,1.731,3.228,2164.724,10.95,340.282,0.54,0.275,0.083,0.182,0.54,9.892e-4,0.003,8.667e-5,0,0,0,0,1.506e-6,0,0,12.941,976.106,0.001,339.141,0.691,4.321e7,0.157,192.898,0.05,0.172,0.03
2.91,328.389,328.389,235.671,238.439,78.113,79.237,47.837,0.005,47.837,89.994,36.231,13.299,28.61,-80.6,0.023,-7.029e-9,-1.942e-4,-8.824e-6,81.283,89.992,20.133,5.646,9.268,0.077,9.791,2.238,1.729,3.247,2143.165,10.872,353.034,0.542,0.275,0.083,0.184,0.542,0.005,0.015,2.916e-4,0,0,0,0,-9.472e-8,0,0,12.865,974.735,0.001,339.095,0.703,4.391e7,0.157,192.898,0.05,0.174,0.031
2.96,340.27,340.27,239.54,242.364,76.676,77.78,49.665,0.005,49.665,89.994,36.889,13.061,28.61,-80.599,0.027,-6.452e-9,0.001,-6.55e-6,81.272,89.991,20.076,5.588,9.237,0.076,9.791,2.239,1.727,3.268,2121.607,10.793,365.824,0.545,0.274,0.084,0.186,0.545,0.005,0.017,-3.221e-4,0,0,0,0,4.792e-6,0,0,12.788,973.342,0.001,339.049,0.715,4.459e7,0.157,192.898,0.05,0.175,0.031
3.01,352.342,352.342,243.337,246.216,75.196,76.318,51.526,0.005,51.526,89.994,37.541,13.035,28.61,-80.599,0.005,-5.642e-9,0.002,4.454e-5,81.235,89.992,20.019,5.531,9.207,0.076,9.791,2.241,1.725,3.293,2100.048,10.714,378.636,0.547,0.274,0.084,0.189,0.547,0.001,0.004,-7.489e-5,0,0,0,0,1.428e-5,0,0,12.71,971.926,0.001,339.001,0.726,4.525e7,0.157,192.898,0.05,0.176,0.032
3.06,364.602,364.602,247.06,249.995,73.702,74.848,53.419,0.005,53.419,89.994,38.193,13.044,28.61,-80.599,0.019,-5.812e-9,-0.002,1.862e-5,81.193,89.992,19.961,5.473,9.176,0.076,9.791,2.242,1.723,3.313,2078.49,10.635,391.457,0.549,0.273,0.085,0.191,0.549,0.004,0.012,-1.136e-4,0,0,0,0,-8.676e-6,0,0,12.63,970.488,0.001,338.953,0.738,4.59e7,0.157,192.898,0.05,0.178,0.032
3.11,377.047,377.047,250.708,253.699,72.228,73.366,55.345,0.006,55.345,89.994,38.842,12.874,28.61,-80.599,0.022,0,-4.696e-4,-6.746e-6,81.172,89.993,19.904,5.416,9.144,0.076,9.791,2.244,1.721,3.335,2056.931,10.555,404.27,0.551,0.273,0.085,0.193,0.551,0.004,0.014,2.071e-4,0,0,0,0,-4.896e-7,0,0,12.549,969.029,0.001,338.904,0.749,4.654e7,0.157,192.898,0.023,0.179,0.033
3.133,382.832,382.832,252.362,255.378,71.559,72.681,56.242,0.006,56.242,89.994,39.136,12.718,28.61,-80.599,0.015,0,1.257e-4,-8.513e-6,81.17,89.993,19.877,5.389,9.13,0.076,9.791,2.244,1.72,3.346,2047.014,10.518,410.158,0.552,0.273,0.086,0.194,0.552,0.003,0.01,-4.51e-4,0,0,0,0,3.461e-8,0,0,12.512,968.35,0.001,338.881,0.754,4.682e7,0.157,192.898,0.035,0.18,0.033
3.168,391.581,391.581,254.811,257.866,70.467,71.552,57.599,0.006,57.599,89.994,39.57,12.416,28.61,-80.599,0.002,0,-4.502e-4,-6.724e-5,81.175,89.992,19.84,5.352,9.109,0.076,9.791,2.246,1.719,3.363,2030.427,10.453,418.97,0.554,0.272,0.086,0.195,0.554,3.417e-4,0.001,6.39e-5,0,0,0,0,-4.354e-7,0,0,12.455,967.324,0.001,338.846,0.761,4.724e7,0.157,192.898,0.05,0.182,0.033
3.218,404.409,404.409,258.295,261.402,68.872,69.914,59.593,0.006,59.593,89.994,40.18,12.028,28.61,-80.599,0.018,-5.929e-9,4.224e-4,-5.165e-5,81.176,89.987,19.786,5.298,9.08,0.076,9.791,2.247,1.717,3.382,2006.387,10.357,431.686,0.556,0.272,0.087,0.197,0.556,0.004,0.012,1.168e-5,0,0,0,0,3.73e-7,0,0,12.371,965.82,0.001,338.796,0.772,4.784e7,0.157,192.898,0.05,0.183,0.034
3.268,417.409,417.409,261.698,264.856,67.24,68.275,61.617,0.007,61.617,89.994,40.776,11.846,28.61,-80.599,0.013,-5.328e-9,0.002,-4.843e-5,81.156,89.987,19.732,5.244,9.05,0.076,9.791,2.248,1.715,3.404,1982.347,10.261,444.319,0.558,0.271,0.087,0.199,0.558,0.003,0.009,-3.325e-4,0,0,0,0,6.046e-6,0,0,12.287,964.295,0.001,338.745,0.782,4.842e7,0.157,192.898,0.05,0.184,0.034
3.318,430.577,430.577,265.019,268.228,65.582,66.636,63.671,0.007,63.671,89.994,41.367,11.801,28.61,-80.599,0.007,-5.759e-9,-0.002,4.695e-5,81.121,89.992,19.678,5.19,9.02,0.076,9.791,2.25,1.713,3.427,1958.307,10.164,456.853,0.56,0.271,0.088,0.202,0.56,0.001,0.005,-8.797e-5,0,0,0,0,-7.407e-6,0,0,12.201,962.75,0.001,338.693,0.792,4.899e7,0.157,192.898,0.05,0.185,0.034
3.368,443.91,443.91,268.256,271.517,63.936,64.991,65.754,0.007,65.754,89.993,41.955,11.661,28.61,-80.599,0.016,-6.302e-9,-8.884e-4,4.397e-5,81.095,89.994,19.624,5.136,8.99,0.076,9.791,2.251,1.711,3.447,1934.268,10.067,469.272,0.562,0.27,0.088,0.204,0.562,0.003,0.011,1.5e-4,0,0,0,0,-1.529e-6,0,0,12.115,961.187,0.001,338.64,0.802,4.954e7,0.157,192.898,0.037,0.187,0.035
